gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.9,6780.36,No
Male,1,Yes,Yes,62,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,Yes,Two year,No,Mailed check,19.53,1232.05,No
Male,1,Yes,No,29,Yes,No,No,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,66.5,1929.05,Yes
Male,0,No,No,3,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,81.7,247.03,Yes
Male,1,No,Yes,63,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,111.44,7040.4,Yes
Male,0,No,No,41,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.11,3229.85,No
Male,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,31.41,1733.1,Yes
Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),90.47,1894.56,No
Female,1,No,No,62,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,54.36,3376.88,No
Male,1,No,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),42.73,2570.8,No
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,104.59,110.9,No
Female,0,No,No,40,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),75.05,2987.12,No
Female,0,No,Yes,34,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.25,2330.01,No
Male,0,Yes,No,47,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),103.78,4875.56,No
Female,1,No,Yes,18,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.97,2081.99,Yes
Male,0,No,No,7,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.16,599.91,Yes
Male,0,No,No,19,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,104.19,1989.99,No
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.07,2255.96,No
Female,0,No,No,19,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),110.16,2085.92,No
Female,0,No,No,33,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),91.37,3010.68,No
Male,1,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,110.89,3110.42,No
Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),106.12,5219.45,No
Male,0,No,No,29,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,54.26,1544.21,No
Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.22,1072.18,No
Male,1,No,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Mailed check,73.6,3336.93,No
Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.11,1475.24,No
Female,0,Yes,No,21,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,90.37,1880.85,No
Female,0,No,No,50,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),112.28,5635.36,No
Female,1,No,No,19,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),89.81,1716.42,No
Male,0,No,No,4,Yes,No,No,No internet service,No,No,No,No internet service,No,One year,No,Electronic check,91.5,370.42,No
Male,0,Yes,No,25,Yes,No phone service,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,119.69,3004.45,Yes
Female,0,No,No,27,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),106.63,2873.32,Yes
Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,80.47,3943.72,No
Male,1,Yes,Yes,51,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),94.56,4824.43,No
Female,1,Yes,Yes,0,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.04,0.0,Yes
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.95,3986.67,No
Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),118.13,6243.33,Yes
Female,1,No,No,12,Yes,No,No,Yes,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,35.52,416.23,No
Female,1,No,No,24,Yes,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),109.45,2618.02,No
Female,0,No,No,55,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),93.84,5123.84,No
Female,0,Yes,No,41,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),47.51,1959.95,No
Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,114.53,2754.05,No
Female,1,Yes,No,54,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.38,3344.18,No
Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),66.14,2949.94,No
Female,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.21,2399.28,No
Female,0,No,Yes,0,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Electronic check,37.91,18.7,No
Male,0,No,No,46,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),83.09,3797.95,No
Male,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,71.2,853.44,Yes
Male,0,No,No,66,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,118.24,7798.92,No
Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,97.07,1292.52,Yes
Female,0,No,No,2,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,62.7,124.33,No
Female,0,Yes,No,27,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,108.72,2934.29,No
Male,1,No,No,25,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,112.33,2812.62,No
Female,0,No,No,25,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),76.4,1892.74,No
Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.92,7640.5,No
Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,71.05,1327.92,No
Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.37,2435.14,Yes
Male,0,No,No,11,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.57,801.06,No
Male,0,Yes,No,44,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,67.71,2962.31,Yes
Male,1,No,No,9,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Two year,No,Electronic check,70.28,627.34,No
Male,1,No,Yes,16,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,35.9,577.55,No
Male,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,38.82,360.46,No
Female,0,Yes,No,23,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,58.19,1349.03,Yes
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,95.08,3116.21,No
Male,0,No,No,61,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.64,2506.18,No
Male,1,No,Yes,54,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),26.29,1420.82,No
Male,0,No,Yes,50,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,45.26,2275.08,Yes
Male,0,No,No,35,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),58.49,2065.1,Yes
Female,0,No,Yes,20,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,23.66,482.41,Yes
Male,0,No,No,21,Yes,Yes,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,59.82,1242.57,Yes
Male,1,Yes,No,9,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,No,Mailed check,77.88,737.87,No
Male,0,No,No,47,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,102.1,4799.96,Yes
Male,0,Yes,Yes,56,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,One year,No,Electronic check,67.4,3755.86,No
Male,0,No,Yes,39,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92.57,3629.57,No
Male,1,Yes,No,41,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.14,3578.53,No
Female,0,No,No,26,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),73.12,1941.75,Yes
Female,0,No,No,69,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,75.11,5213.53,No
Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.59,2990.23,No
Male,0,Yes,Yes,29,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.94,930.84,Yes
Female,0,No,Yes,54,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.05,3880.72,No
Female,0,No,No,25,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,45.58,1093.21,No
Male,0,Yes,Yes,8,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),55.75,446.71,No
Male,0,No,Yes,20,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),94.43,1908.25,No
Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,86.37,5182.69,No
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.08,1134.3,No
Male,0,No,No,62,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),31.25,1952.94,No
Female,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),105.37,2453.39,No
Female,0,Yes,No,33,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),57.62,1904.77,Yes
Female,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,36.58,178.54,No
Female,0,No,No,56,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),80.53,4498.26,No
Female,0,No,No,22,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),116.68,2599.01,Yes
Female,0,No,Yes,6,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,79.62,465.89,No
Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),79.38,1227.74,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),108.66,5100.42,No
Female,1,Yes,No,58,Yes,No,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.31,2205.26,No
Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,75.31,5129.63,No
Female,1,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.56,685.87,Yes
Male,0,No,Yes,42,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,87.7,3650.23,No
Male,0,No,No,33,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,75.87,2517.67,Yes
Male,0,Yes,Yes,51,Yes,No phone service,No,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),105.3,5333.47,No
Male,0,No,No,48,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.32,3747.64,Yes
Male,0,No,No,5,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,79.18,367.5,No
Female,0,No,No,10,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.58,681.7,Yes
Female,1,No,No,42,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),23.62,1002.89,No
Male,0,Yes,No,38,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),66.02,2528.02,No
Male,1,Yes,No,63,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),22.42,1383.75,No
Female,0,No,No,60,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.62,4847.65,No
Female,0,No,No,4,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.98,146.52,No
Female,0,No,Yes,42,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),19.35,817.71,No
Male,0,No,No,29,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,95.71,2736.86,Yes
Male,1,No,Yes,34,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,51.53,1762.5,No
Female,1,Yes,No,4,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,84.42,363.83,No
Male,1,No,No,60,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,88.07,5278.52,No
Male,1,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),68.93,760.08,No
Male,0,Yes,No,68,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,18.09,1242.48,No
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,99.59,6679.33,No
Male,1,No,No,59,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Mailed check,56.09,3277.33,No
Female,0,No,No,8,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,43.91,326.87,No
Male,0,No,Yes,29,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,93.77,2711.24,Yes
Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),98.51,100.79,No
Female,0,No,Yes,44,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,No,Credit card (automatic),100.89,4429.68,No
Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.44,5981.22,Yes
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,36.92,1386.22,No
Female,0,Yes,No,1,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),97.26,90.03,Yes
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,42.91,879.05,No
Male,0,Yes,No,12,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),49.27,601.21,No
Male,0,Yes,No,31,No,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),44.45,1402.47,No
Female,0,Yes,No,26,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,40.31,1053.8,Yes
Male,0,No,No,59,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),76.99,4533.07,No
